wl	0	1	3	5	7	10	15	20	30
1000.008	0.025358816	0.007087504	0	0	0.004770006	0.004484923	0.017156066	0.029962757	0.059727432
989.0223	0.009725832	0.008123739	0.000198922	2.51299E-05	0.004078981	0.004269802	0.016902386	0.02948962	0.059201519
978.2753	0	0.01007801	0.000570891	0.00040218	0.003689565	0.003826504	0.016724271	0.029171025	0.058720335
967.728	0.002907611	0.012717197	0.000861531	0.000581901	0.004067658	0.003890503	0.016687197	0.029175719	0.058521572
957.4363	0.017602714	0.015793429	0.001037981	0.000716535	0.004789651	0.004356204	0.016542893	0.029069105	0.058283786
947.3612	0.036071653	0.019275174	0.001243898	0.001327872	0.005022405	0.004451079	0.01619087	0.028540977	0.057568327
937.496	0.047582963	0.022727534	0.001546202	0.002139816	0.00439534	0.004210596	0.015637401	0.027606358	0.056290985
927.834	0.045546776	0.02598595	0.001874744	0.002495691	0.003586206	0.004325992	0.014987969	0.026682368	0.054830701
918.3693	0.032429512	0.02874504	0.002127784	0.002500882	0.003432327	0.004660823	0.014509391	0.026001206	0.053678205
909.0956	0.018057743	0.030705291	0.002109707	0.002833187	0.003912926	0.004582236	0.014064123	0.025487445	0.052722741
900.0074	0.013000634	0.031769136	0.002056816	0.003421018	0.004157492	0.004205764	0.013487363	0.024740842	0.051574489
891.0991	0.022059378	0.031814106	0.00223425	0.003512352	0.003729554	0.004161062	0.012847902	0.02373555	0.050083846
882.3654	0.0418798	0.030807316	0.002570499	0.00301869	0.002863845	0.004244427	0.012209707	0.022701839	0.048443061
873.7758	0.062009711	0.028801439	0.002966578	0.002691494	0.002514974	0.003802355	0.011826422	0.022122183	0.047275803
865.3767	0.071308053	0.02582502	0.003196558	0.002701879	0.003000272	0.003084368	0.011695643	0.021956941	0.046698054
857.1376	0.065477366	0.022308872	0.003136206	0.00237853	0.003620909	0.002829957	0.011467004	0.021723414	0.046177736
849.054	0.050807012	0.018429506	0.002948478	0.001586324	0.003446657	0.002825738	0.01108283	0.021143259	0.045384911
841.1213	0.039967218	0.014566478	0.002762812	0.000917052	0.002381647	0.002264241	0.010513867	0.020315981	0.044264402
833.3355	0.044051985	0.010977272	0.002484746	0.000677326	0.001294055	0.001415144	0.010075169	0.019746938	0.043367424
825.6926	0.065987232	0.008064542	0.002022004	0.000519031	0.001029354	0.001287671	0.00985691	0.019619299	0.043108816
818.1885	0.099028694	0.006085596	0.001470613	0.000473176	0.001432458	0.001794715	0.009735686	0.019711223	0.043184604
810.8196	0.129149658	0.005270771	0.001019265	0.001022881	0.001520477	0.001986695	0.009526708	0.019561109	0.043147028
803.5608	0.143177953	0.005721838	0.001126892	0.001955273	0.000882003	0.001836235	0.009323032	0.019233882	0.042881502
796.4519	0.138661453	0.00752247	0.001846634	0.002366666	0.000253077	0.002036054	0.00939572	0.019158543	0.042773284
789.4677	0.126394306	0.010664463	0.002771525	0.002039016	0.000488206	0.00241059	0.009768447	0.019658316	0.043280148
782.6049	0.123447677	0.014968302	0.00344473	0.001898215	0.001639357	0.002229315	0.010286941	0.02042455	0.044247178
775.8604	0.1432044	0.020215399	0.003718496	0.002640313	0.002542848	0.001883777	0.010476478	0.020796727	0.04488987
769.2311	0.189062328	0.026087415	0.003659439	0.0034975	0.002190359	0.00223895	0.010223993	0.02042455	0.044669613
762.7142	0.252868013	0.032186944	0.003689638	0.003276244	0.000872231	0.002555167	0.00965248	0.019673526	0.043881749
756.3068	0.317731752	0.038060028	0.00401668	0.002011594	0	0.001517984	0.009171135	0.019101714	0.04315276
750.0062	0.366913416	0.043294886	0.00475351	0.00132343	0.000488206	0	0.009036289	0.019023085	0.042982096
743.8096	0.396452787	0.047502332	0.005866805	0.003012753	0.001789112	0.00044053	0.008980002	0.018993354	0.042935617
737.6965	0.41967742	0.050394135	0.007354459	0.007258341	0.002616681	0.003082559	0.008802663	0.018607629	0.042402928
731.7008	0.457868288	0.051662438	0.009011464	0.011844262	0.002223492	0.005373403	0.008359849	0.017696358	0.041108284
725.8019	0.527129891	0.051321169	0.010635206	0.013793559	0.001503173	0.005544715	0.007768358	0.016719789	0.03955571
719.9973	0.628372778	0.049414226	0.011907073	0.012475924	0.001591201	0.00452844	0.007223079	0.01598663	0.038257671
714.2848	0.740864962	0.046323984	0.013005699	0.010400769	0.002677711	0.003711806	0.006723247	0.015381741	0.037186192
708.6622	0.824951692	0.04247236	0.014432078	0.010278162	0.003594505	0.003117534	0.006098654	0.014449156	0.035818995
703.1274	0.846845764	0.038374144	0.016955049	0.012190829	0.003661649	0.002835382	0.005489615	0.013245898	0.033912838
697.6785	0.812927741	0.034817469	0.021182178	0.01417704	0.003725027	0.003371462	0.005232486	0.012394078	0.032201271
692.3134	0.766432698	0.032451474	0.027035069	0.014949572	0.005311936	0.004137504	0.005746191	0.012508596	0.031459772
687.0301	0.751101456	0.032096253	0.033656736	0.015082377	0.008930886	0.003747421	0.00698421	0.013572241	0.031886159
681.8113	0.788736475	0.034546987	0.039672161	0.016682124	0.012807212	0.002979456	0.008191826	0.014629007	0.032512141
676.6866	0.872912932	0.040589309	0.044013777	0.02221226	0.014595993	0.004746676	0.008693404	0.014745869	0.032233855
671.6382	0.964574148	0.050966988	0.046514296	0.031806633	0.013740869	0.009715181	0.008257853	0.013835132	0.030752852
666.6647	1	0.066426787	0.04825728	0.041172391	0.012186909	0.014351592	0.007394778	0.012720669	0.02904991
661.7643	0.940353898	0.087739517	0.050918613	0.043991358	0.012321734	0.015132268	0.00681392	0.012174256	0.028105066
656.9354	0.816619503	0.115533367	0.055995513	0.039024525	0.014590559	0.012552377	0.006945059	0.012371176	0.028168596
652.1765	0.693451387	0.150589536	0.064162386	0.032048332	0.017444496	0.009270963	0.007622036	0.012888934	0.028594774
647.4859	0.615728018	0.193466725	0.074856025	0.028857036	0.019373203	0.00655116	0.008649575	0.013444437	0.028980061
642.8624	0.597343415	0.244994708	0.086736024	0.029224522	0.020904628	0.004579818	0.00980121	0.014266728	0.029486007
638.3044	0.627042475	0.305691231	0.0984294	0.030246471	0.023662683	0.003862125	0.011134697	0.015619031	0.03066532
633.7973	0.672431752	0.376000326	0.10908385	0.031776861	0.027901984	0.004272219	0.012477412	0.017156503	0.032411218
629.3665	0.690456064	0.456244659	0.118650541	0.035492374	0.031481246	0.004414215	0.013248235	0.018007677	0.03353602
624.9973	0.655638167	0.546002515	0.128884325	0.042574281	0.032319077	0.004346536	0.013153398	0.017558552	0.033206477
620.6883	0.582084564	0.643738484	0.143456477	0.057360631	0.031263816	0.007507637	0.012421494	0.016327445	0.031746505
616.4384	0.507753652	0.746040134	0.16784564	0.08838616	0.032619483	0.017796289	0.012181429	0.015820233	0.030810379
612.2462	0.463419912	0.845903756	0.206646293	0.136328946	0.04023329	0.034799915	0.013851818	0.01727907	0.03198763
608.1107	0.458658821	0.931459105	0.260115521	0.180766961	0.05435174	0.052027997	0.018183688	0.021129342	0.035680413
604.0306	0.480323026	0.987338581	0.320467143	0.193801391	0.070893276	0.060693099	0.024587547	0.026534726	0.040729959
600.0049	0.497768274	1	0.373333946	0.176792373	0.085059201	0.056979379	0.0313414	0.031962263	0.045560659
596.0207	0.47832904	0.966464566	0.407416467	0.161583882	0.094789883	0.046899093	0.036287661	0.036068291	0.048889976
592.1008	0.413125607	0.896311963	0.427890642	0.17077092	0.101157928	0.041274101	0.038225413	0.037765834	0.050086419
588.2321	0.325053599	0.805211667	0.4571929	0.200691743	0.106023904	0.045239702	0.037380045	0.036868724	0.049005606
584.4135	0.248653326	0.706807728	0.520970613	0.242316856	0.110750512	0.054680818	0.035528322	0.034356028	0.046061951
580.6443	0.208366641	0.610100934	0.633608308	0.303139535	0.117941436	0.06503676	0.035016404	0.032278793	0.042940711
576.9233	0.211149119	0.519987563	0.785133155	0.39444064	0.133121035	0.079999475	0.037866642	0.033195535	0.042134516
573.2498	0.246807823	0.438734909	0.929286304	0.504346526	0.162529466	0.104677479	0.045313093	0.038810323	0.045973686
569.6227	0.289771362	0.367044688	1	0.607329786	0.207108326	0.133627685	0.057283274	0.048986996	0.054690742
566.0413	0.308784935	0.305015954	0.983252789	0.710082818	0.258213655	0.158248924	0.072064897	0.061435656	0.066000136
562.5046	0.287119243	0.252191093	0.933643011	0.844132045	0.30160697	0.187899225	0.086418659	0.072905313	0.076168958
559.0014	0.235820005	0.208217482	0.896696704	0.975268734	0.331293579	0.243469741	0.097107231	0.080910416	0.082523487
555.5519	0.183557149	0.172419656	0.86846809	0.977178961	0.361424272	0.319975776	0.103465171	0.085380625	0.085410317
552.1447	0.155478612	0.144078186	0.813829626	0.850097818	0.41917269	0.368111318	0.109941576	0.089876923	0.088418279
548.7789	0.16185654	0.122735359	0.713267724	0.758051684	0.527376903	0.354920727	0.125523297	0.100886655	0.097342479
545.454	0.19576438	0.107552591	0.589844258	0.792401262	0.686715213	0.328566043	0.159343583	0.12561915	0.117887487
542.1692	0.235555366	0.097873827	0.481573196	0.918435814	0.860812096	0.352546397	0.215102713	0.168309947	0.153589077
538.9236	0.254259799	0.092925321	0.409388093	1	0.978781365	0.43802426	0.286224335	0.225986049	0.202849115
535.7167	0.237133136	0.091905161	0.372075551	0.949768316	1	0.552609213	0.356300629	0.28710832	0.257236919
532.5478	0.193109043	0.093845602	0.354008254	0.842818021	0.969126905	0.675400974	0.409551068	0.337190006	0.30435865
529.4161	0.146720727	0.097777593	0.337277751	0.737721704	0.952121151	0.826526405	0.448741309	0.372874359	0.33839257
526.3118	0.119920263	0.102805186	0.312280576	0.620183512	0.966982518	0.983569327	0.498512948	0.411248154	0.370248083
523.2528	0.121922614	0.107954683	0.280871823	0.495194624	0.977091858	1	0.588671731	0.481234686	0.424897793
520.2292	0.147187785	0.112218597	0.248974362	0.401475429	0.926996387	0.845495449	0.732565766	0.60567078	0.527725194
517.2403	0.178256422	0.115047432	0.219956098	0.350357894	0.806470719	0.681364468	0.901049911	0.781161195	0.687859283
514.2855	0.194126007	0.115838694	0.194585695	0.310218146	0.661737559	0.562181862	1	0.949125267	0.87572496
511.3643	0.183525341	0.114259863	0.174441598	0.258364454	0.540953733	0.451161069	0.947890947	1	1
508.4762	0.152584294	0.110232823	0.162952242	0.224122786	0.464982314	0.347727297	0.807491542	0.910104864	0.98078524
505.6204	0.119011851	0.10414524	0.162047074	0.248028426	0.432200556	0.306340142	0.687512945	0.786462521	0.877964282
502.7966	0.099251434	0.096277658	0.168198063	0.319106084	0.427683564	0.36146125	0.634539912	0.716098817	0.800280052
500.0041	0.099740713	0.087266677	0.172400899	0.361818845	0.430450276	0.46938644	0.642767909	0.718497431	0.795937808
